0	1000	2000	3000	4000	5000	6000	7000	8000	9000	10000	11000	12000	13000	14000	15000	16000	17000	18000	19000	20000
5550	0.25917	0.275094	0.284069	0.290066	0.294448	0.297831	0.300544	0.30278	0.304664	0.306277	0.307677	0.308905	0.309994	0.310965	0.311839	0.312629	0.313348	0.314004	0.314606	0.31516
5600	0.254842	0.270689	0.279848	0.286053	0.290627	0.294183	0.29705	0.299425	0.301433	0.303158	0.304661	0.305983	0.307157	0.308209	0.309156	0.310016	0.310799	0.311515	0.312174	0.312782
5650	0.250704	0.266332	0.275602	0.281974	0.286716	0.290429	0.29344	0.295945	0.298072	0.299905	0.301507	0.302921	0.30418	0.30531	0.306331	0.307259	0.308106	0.308884	0.3096	0.310262
5700	0.246787	0.262057	0.271363	0.277856	0.282738	0.286588	0.289729	0.292354	0.294592	0.296529	0.298226	0.299728	0.30107	0.302277	0.30337	0.304366	0.305277	0.306114	0.306887	0.307603
5750	0.243111	0.257897	0.267162	0.273728	0.278717	0.282682	0.285936	0.288671	0.291011	0.293044	0.294831	0.296418	0.297838	0.299119	0.300282	0.301344	0.302317	0.303214	0.304043	0.304812
5800	0.239692	0.253885	0.263031	0.269619	0.27468	0.278736	0.282085	0.284914	0.287346	0.289466	0.291336	0.293001	0.294496	0.295848	0.297078	0.298203	0.299236	0.30019	0.301074	0.301895
5850	0.23654	0.250046	0.259	0.265559	0.270654	0.274773	0.278196	0.281104	0.283615	0.285812	0.287757	0.289494	0.291059	0.292476	0.293769	0.294954	0.296045	0.297053	0.297989	0.298861
5900	0.233657	0.246403	0.255097	0.261575	0.266668	0.27082	0.274295	0.277264	0.279839	0.282103	0.284113	0.285914	0.28754	0.289018	0.290369	0.29161	0.292755	0.293815	0.294801	0.29572
5950	0.231037	0.242975	0.251348	0.257696	0.262747	0.266903	0.270407	0.273417	0.276041	0.278358	0.280422	0.282279	0.283959	0.285491	0.286894	0.288186	0.28938	0.290488	0.29152	0.292485
6000	0.228674	0.239773	0.247773	0.253946	0.258918	0.263048	0.266556	0.269587	0.272244	0.274599	0.276707	0.278607	0.280334	0.281911	0.28336	0.284697	0.285935	0.287087	0.288162	0.289168
6050	0.226553	0.236805	0.244391	0.250347	0.255206	0.25928	0.262766	0.265799	0.268471	0.270849	0.272987	0.274921	0.276684	0.278299	0.279786	0.281161	0.282438	0.283628	0.284741	0.285784
6100	0.22466	0.234072	0.241214	0.246919	0.251631	0.255621	0.259063	0.262075	0.264744	0.267131	0.269285	0.271241	0.273029	0.274673	0.27619	0.277597	0.278906	0.280128	0.281273	0.282348
6150	0.222976	0.231571	0.238251	0.243676	0.248213	0.252093	0.255466	0.258439	0.261086	0.263466	0.265623	0.267589	0.269392	0.271054	0.272592	0.274022	0.275356	0.276605	0.277776	0.278879
6200	0.221482	0.229296	0.235504	0.240628	0.244968	0.248714	0.251998	0.25491	0.25752	0.259877	0.262022	0.263985	0.265791	0.267462	0.269013	0.270458	0.271809	0.273077	0.274269	0.275393
6250	0.220161	0.227238	0.232975	0.237784	0.241906	0.245499	0.248674	0.251509	0.254063	0.256383	0.258502	0.26045	0.262249	0.263918	0.265471	0.266923	0.268284	0.269563	0.270769	0.271908
6300	0.218994	0.225383	0.230658	0.235144	0.239035	0.242459	0.245508	0.24825	0.250734	0.253002	0.255083	0.257004	0.258784	0.26044	0.261988	0.263437	0.2648	0.266083	0.267296	0.268443
6350	0.217963	0.223717	0.228546	0.232709	0.23636	0.239603	0.242513	0.245147	0.247548	0.249751	0.251782	0.253664	0.255414	0.257049	0.25858	0.260019	0.261374	0.262655	0.263867	0.265017
6400	0.217051	0.222226	0.22663	0.230474	0.233881	0.236934	0.239695	0.242211	0.244517	0.246643	0.248613	0.250445	0.252156	0.25376	0.255266	0.256685	0.258026	0.259296	0.260501	0.261646
6450	0.216244	0.220894	0.224898	0.228433	0.231596	0.234455	0.23706	0.239448	0.24165	0.24369	0.245589	0.247363	0.249025	0.250588	0.252061	0.253453	0.254772	0.256023	0.257214	0.258348
6500	0.215527	0.219705	0.223337	0.226575	0.229499	0.232164	0.234607	0.236862	0.238953	0.2409	0.242719	0.244426	0.246032	0.247546	0.248978	0.250336	0.251625	0.252852	0.254022	0.255139
6550	0.214887	0.218645	0.221933	0.224891	0.227584	0.230055	0.232337	0.234455	0.236429	0.238277	0.240011	0.241644	0.243186	0.244646	0.24603	0.247346	0.2486	0.249796	0.250938	0.252032
6600	0.214314	0.2177	0.220673	0.223368	0.225839	0.228123	0.230244	0.232224	0.23408	0.235824	0.237468	0.239022	0.240495	0.241894	0.243225	0.244494	0.245706	0.246866	0.247976	0.249041
6650	0.213798	0.216855	0.219544	0.221994	0.224256	0.226359	0.228323	0.230167	0.231902	0.23354	0.235092	0.236564	0.237964	0.239297	0.240571	0.241788	0.242953	0.244071	0.245144	0.246175
6700	0.213329	0.2161	0.218531	0.220757	0.222822	0.224753	0.226566	0.228275	0.229892	0.231425	0.232882	0.234269	0.235593	0.236858	0.23807	0.239231	0.240347	0.241418	0.24245	0.243444
6750	0.212899	0.215421	0.217623	0.219643	0.221526	0.223295	0.224963	0.226543	0.228044	0.229472	0.230834	0.232137	0.233383	0.234578	0.235726	0.236829	0.23789	0.238913	0.2399	0.240853
6800	0.212503	0.21481	0.216807	0.218641	0.220356	0.221973	0.223505	0.224961	0.22635	0.227676	0.228945	0.230162	0.231331	0.232455	0.233537	0.23458	0.235586	0.236558	0.237498	0.238407
6850	0.212132	0.214256	0.216072	0.217739	0.219301	0.220777	0.222181	0.22352	0.224801	0.226029	0.227208	0.228341	0.229433	0.230486	0.231502	0.232484	0.233433	0.234353	0.235244	0.236107
6900	0.211783	0.213752	0.215409	0.216926	0.218348	0.219696	0.22098	0.22221	0.223389	0.224522	0.225614	0.226667	0.227683	0.228666	0.229617	0.230538	0.23143	0.232296	0.233137	0.233954
6950	0.211449	0.21329	0.214808	0.216191	0.217487	0.218717	0.219892	0.221019	0.222103	0.223147	0.224156	0.225131	0.226074	0.226989	0.227876	0.228736	0.229573	0.230386	0.231176	0.231946
7000	0.211128	0.212863	0.214261	0.215526	0.216709	0.217832	0.218906	0.219939	0.220933	0.221894	0.222824	0.223725	0.224599	0.225447	0.226272	0.227074	0.227855	0.228616	0.229357	0.23008
7050	0.210814	0.212465	0.21376	0.214921	0.216003	0.21703	0.218013	0.218958	0.219871	0.220754	0.22161	0.222441	0.223248	0.224034	0.224799	0.225545	0.226272	0.226981	0.227674	0.228351
7100	0.210505	0.212091	0.213299	0.214369	0.215362	0.216302	0.217202	0.218068	0.218904	0.219715	0.220503	0.221268	0.222014	0.22274	0.223448	0.22414	0.224815	0.225475	0.226121	0.226753
7150	0.210197	0.211737	0.212871	0.213862	0.214776	0.215639	0.216464	0.217258	0.218026	0.218771	0.219495	0.220199	0.220886	0.221557	0.222212	0.222852	0.223478	0.224091	0.224691	0.225279
7200	0.209888	0.211397	0.212471	0.213394	0.214239	0.215034	0.215792	0.216521	0.217226	0.21791	0.218576	0.219224	0.219857	0.220476	0.22108	0.221672	0.222252	0.22282	0.223377	0.223923
7250	0.209574	0.211069	0.212094	0.21296	0.213744	0.214479	0.215178	0.215849	0.216497	0.217126	0.217738	0.218335	0.218918	0.219488	0.220046	0.220593	0.221129	0.221654	0.222171	0.222677
7300	0.209254	0.210748	0.211735	0.212553	0.213286	0.213968	0.214614	0.215233	0.21583	0.21641	0.216973	0.217523	0.21806	0.218585	0.2191	0.219605	0.2201	0.220586	0.221064	0.221534
7350	0.208925	0.210432	0.211391	0.212169	0.212858	0.213494	0.214094	0.214667	0.215219	0.215753	0.216273	0.21678	0.217275	0.21776	0.218235	0.218701	0.219158	0.219608	0.22005	0.220485
7400	0.208586	0.210118	0.211058	0.211805	0.212457	0.213053	0.213613	0.214145	0.214656	0.215151	0.215631	0.216099	0.216557	0.217004	0.217443	0.217873	0.218296	0.218711	0.21912	0.219523
7450	0.208234	0.209803	0.210733	0.211455	0.212077	0.21264	0.213164	0.213661	0.214137	0.214596	0.215041	0.215474	0.215897	0.216311	0.216716	0.217114	0.217505	0.217889	0.218267	0.21864
7500	0.207867	0.209484	0.210413	0.211117	0.211714	0.212249	0.212744	0.21321	0.213654	0.214082	0.214495	0.214897	0.215289	0.215673	0.216048	0.216416	0.216778	0.217134	0.217484	0.217829
7550	0.207484	0.209161	0.210095	0.210788	0.211366	0.211878	0.212347	0.212786	0.213203	0.213603	0.213989	0.214364	0.214728	0.215084	0.215433	0.215774	0.21611	0.216439	0.216764	0.217084
7600	0.207082	0.20883	0.209777	0.210464	0.211028	0.211522	0.21197	0.212387	0.21278	0.213156	0.213518	0.213868	0.214208	0.21454	0.214864	0.215181	0.215493	0.215799	0.2161	0.216397
7650	0.206661	0.20849	0.209457	0.210143	0.210698	0.211177	0.211609	0.212007	0.212381	0.212736	0.213076	0.213405	0.213723	0.214033	0.214336	0.214632	0.214922	0.215207	0.215487	0.215763
7700	0.206219	0.208139	0.209132	0.209823	0.210373	0.210842	0.21126	0.211643	0.212	0.212338	0.21266	0.21297	0.21327	0.21356	0.213844	0.214121	0.214392	0.214658	0.214919	0.215176
7750	0.205753	0.207776	0.2088	0.209502	0.210051	0.210514	0.210922	0.211292	0.211636	0.211959	0.212265	0.212559	0.212842	0.213117	0.213383	0.213643	0.213897	0.214146	0.214391	0.214631
7800	0.205263	0.207398	0.208461	0.209177	0.209729	0.210189	0.21059	0.210952	0.211284	0.211595	0.211889	0.212169	0.212438	0.212698	0.21295	0.213195	0.213434	0.213668	0.213897	0.214122
7850	0.204748	0.207005	0.208112	0.208846	0.209406	0.209866	0.210264	0.210619	0.210943	0.211244	0.211527	0.211796	0.212053	0.2123	0.21254	0.212772	0.212998	0.213219	0.213435	0.213646
7900	0.204204	0.206594	0.207751	0.208509	0.209079	0.209543	0.209939	0.21029	0.210609	0.210902	0.211177	0.211436	0.211684	0.211921	0.212149	0.21237	0.212585	0.212794	0.212998	0.213198
7950	0.203632	0.206164	0.207377	0.208162	0.208746	0.209217	0.209615	0.209965	0.210279	0.210568	0.210836	0.211088	0.211327	0.211556	0.211775	0.211987	0.212192	0.212391	0.212585	0.212775
8000	0.203029	0.205715	0.206989	0.207806	0.208407	0.208886	0.209289	0.20964	0.209953	0.210238	0.210502	0.210748	0.210981	0.211203	0.211415	0.211619	0.211815	0.212006	0.212192	0.212373
8050	0.202394	0.205244	0.206585	0.207438	0.208059	0.20855	0.20896	0.209313	0.209627	0.209911	0.210172	0.210415	0.210643	0.210859	0.211065	0.211263	0.211453	0.211637	0.211815	0.211988
8100	0.201726	0.204751	0.206165	0.207056	0.207701	0.208207	0.208625	0.208984	0.2093	0.209585	0.209845	0.210085	0.21031	0.210522	0.210724	0.210916	0.211101	0.211279	0.211451	0.211618
8150	0.201023	0.204233	0.205726	0.20666	0.207332	0.207855	0.208284	0.20865	0.20897	0.209257	0.209517	0.209757	0.209981	0.21019	0.210389	0.210578	0.210758	0.210931	0.211099	0.21126
8200	0.200284	0.20369	0.205267	0.206249	0.20695	0.207492	0.207935	0.20831	0.208636	0.208927	0.209189	0.20943	0.209653	0.209861	0.210058	0.210244	0.210421	0.210591	0.210755	0.210912
8250	0.199507	0.203121	0.204787	0.20582	0.206553	0.207118	0.207576	0.207962	0.208296	0.208592	0.208858	0.2091	0.209324	0.209533	0.209729	0.209913	0.210089	0.210256	0.210417	0.210572
8300	0.198691	0.202524	0.204286	0.205373	0.206142	0.206731	0.207206	0.207605	0.207948	0.208251	0.208522	0.208768	0.208994	0.209204	0.2094	0.209584	0.209759	0.209925	0.210084	0.210236
8350	0.197835	0.201898	0.203761	0.204907	0.205714	0.20633	0.206825	0.207238	0.207592	0.207903	0.20818	0.208431	0.20866	0.208872	0.20907	0.209255	0.209429	0.209595	0.209753	0.209904
8400	0.196936	0.201241	0.203212	0.204421	0.205269	0.205914	0.20643	0.206859	0.207226	0.207546	0.207831	0.208087	0.208321	0.208537	0.208736	0.208923	0.209099	0.209265	0.209423	0.209574
8450	0.195995	0.200553	0.202637	0.203912	0.204805	0.205481	0.206021	0.206468	0.206848	0.20718	0.207473	0.207737	0.207976	0.208196	0.208399	0.208588	0.208766	0.208934	0.209093	0.209244
8500	0.195009	0.199833	0.202036	0.203382	0.204321	0.205031	0.205596	0.206062	0.206458	0.206802	0.207105	0.207377	0.207623	0.207848	0.208056	0.208249	0.208429	0.208599	0.208759	0.208912
8550	0.193977	0.199079	0.201407	0.202827	0.203817	0.204563	0.205155	0.205642	0.206055	0.206413	0.206727	0.207008	0.207261	0.207493	0.207706	0.207903	0.208087	0.20826	0.208423	0.208577
8600	0.192898	0.198289	0.20075	0.202248	0.203291	0.204075	0.204696	0.205206	0.205638	0.20601	0.206337	0.206628	0.20689	0.207129	0.207348	0.20755	0.207739	0.207915	0.208081	0.208237
8650	0.191771	0.197464	0.200062	0.201643	0.202741	0.203566	0.204219	0.204753	0.205204	0.205593	0.205933	0.206235	0.206507	0.206754	0.20698	0.207189	0.207382	0.207563	0.207733	0.207893
8700	0.190594	0.196602	0.199344	0.201011	0.202169	0.203037	0.203722	0.204283	0.204755	0.205161	0.205515	0.20583	0.206113	0.206369	0.206602	0.206818	0.207017	0.207203	0.207377	0.207541
8750	0.189367	0.195701	0.198594	0.200352	0.201571	0.202484	0.203204	0.203793	0.204288	0.204712	0.205083	0.205411	0.205705	0.205971	0.206213	0.206436	0.206642	0.206834	0.207013	0.207181
8800	0.188088	0.194761	0.197811	0.199664	0.200948	0.201909	0.202666	0.203284	0.203802	0.204247	0.204634	0.204977	0.205283	0.20556	0.205812	0.206043	0.206256	0.206455	0.20664	0.206813
8850	0.186756	0.19378	0.196993	0.198945	0.200298	0.201309	0.202105	0.202754	0.203298	0.203763	0.204169	0.204527	0.204846	0.205135	0.205397	0.205637	0.205859	0.206064	0.206255	0.206435
8900	0.185371	0.192758	0.196141	0.198197	0.19962	0.200684	0.20152	0.202202	0.202773	0.203261	0.203686	0.20406	0.204394	0.204695	0.204968	0.205218	0.205448	0.205661	0.20586	0.206045
8950	0.183931	0.191694	0.195253	0.197416	0.198914	0.200033	0.200912	0.201628	0.202227	0.202739	0.203184	0.203576	0.203925	0.204239	0.204524	0.204785	0.205024	0.205246	0.205452	0.205644
9000	0.182436	0.190586	0.194328	0.196603	0.198178	0.199355	0.200279	0.201031	0.20166	0.202196	0.202663	0.203073	0.203438	0.203766	0.204064	0.204336	0.204586	0.204816	0.205031	0.205231
9050	0.180885	0.189434	0.193366	0.195757	0.197413	0.198649	0.19962	0.200409	0.201069	0.201632	0.202121	0.202551	0.202933	0.203276	0.203587	0.203871	0.204132	0.204372	0.204595	0.204803
9100	0.179277	0.188237	0.192364	0.194876	0.196616	0.197914	0.198934	0.199763	0.200456	0.201046	0.201558	0.202009	0.202409	0.202768	0.203093	0.20339	0.203662	0.203913	0.204145	0.204362
9150	0.177613	0.186994	0.191324	0.193961	0.195787	0.19715	0.198221	0.199091	0.199818	0.200437	0.200974	0.201446	0.201865	0.202241	0.202581	0.202891	0.203175	0.203437	0.203679	0.203905
9200	0.17589	0.185705	0.190243	0.193009	0.194925	0.196356	0.197479	0.198392	0.199155	0.199804	0.200367	0.200861	0.2013	0.201694	0.202049	0.202373	0.20267	0.202944	0.203197	0.203432
9250	0.174111	0.184368	0.189121	0.19202	0.19403	0.195531	0.196709	0.197667	0.198466	0.199147	0.199737	0.200254	0.200714	0.201126	0.201498	0.201837	0.202147	0.202433	0.202697	0.202943
9300	0.172273	0.182983	0.187957	0.190994	0.193101	0.194674	0.195909	0.196913	0.197751	0.198464	0.199082	0.199624	0.200106	0.200537	0.200926	0.201281	0.201605	0.201904	0.20218	0.202436
9350	0.170377	0.181549	0.186751	0.18993	0.192136	0.193784	0.195078	0.19613	0.197008	0.197755	0.198403	0.198971	0.199474	0.199926	0.200333	0.200704	0.201043	0.201355	0.201644	0.201912
9400	0.168423	0.180067	0.185501	0.188827	0.191136	0.192862	0.194217	0.195318	0.196237	0.19702	0.197698	0.198292	0.19882	0.199292	0.199718	0.200106	0.200461	0.200787	0.201088	0.201368
9450	0.166412	0.178535	0.184208	0.187684	0.190099	0.191905	0.193323	0.194476	0.195438	0.196258	0.196967	0.197589	0.198141	0.198635	0.199081	0.199486	0.199857	0.200198	0.200513	0.200805
9500	0.164344	0.176953	0.182871	0.186501	0.189025	0.190913	0.192397	0.193603	0.194609	0.195467	0.196209	0.19686	0.197437	0.197954	0.19842	0.198844	0.199232	0.199588	0.199917	0.200222
9550	0.162219	0.175321	0.181488	0.185277	0.187913	0.189887	0.191437	0.192698	0.193751	0.194647	0.195423	0.196104	0.196708	0.197248	0.197735	0.198179	0.198584	0.198956	0.1993	0.199619
9600	0.160038	0.173639	0.180061	0.184012	0.186763	0.188824	0.190444	0.191762	0.192862	0.193799	0.19461	0.195321	0.195952	0.196517	0.197026	0.197489	0.197913	0.198302	0.198661	0.198994
9650	0.157802	0.171907	0.178588	0.182705	0.185575	0.187725	0.189416	0.190792	0.191941	0.19292	0.193768	0.194511	0.19517	0.19576	0.196292	0.196776	0.197218	0.197624	0.197999	0.198347
9700	0.155512	0.170124	0.17707	0.181356	0.184347	0.186589	0.188353	0.18979	0.190989	0.192011	0.192896	0.193672	0.19436	0.194976	0.195532	0.196037	0.196499	0.196923	0.197315	0.197678
9750	0.15317	0.168292	0.175505	0.179964	0.183079	0.185416	0.187255	0.188753	0.190005	0.191071	0.191994	0.192804	0.193523	0.194166	0.194746	0.195273	0.195755	0.196198	0.196606	0.196985
9800	0.150776	0.16641	0.173894	0.17853	0.181771	0.184204	0.186121	0.187682	0.188987	0.190099	0.191062	0.191907	0.192657	0.193328	0.193933	0.194483	0.194986	0.195448	0.195874	0.196269
9850	0.148332	0.164478	0.172238	0.177052	0.180422	0.182955	0.18495	0.186577	0.187936	0.189095	0.190099	0.19098	0.191762	0.192461	0.193093	0.193666	0.19419	0.194672	0.195117	0.195529
9900	0.145841	0.162497	0.170535	0.175532	0.179033	0.181667	0.183743	0.185436	0.186852	0.188059	0.189105	0.190023	0.190837	0.191566	0.192224	0.192822	0.193369	0.193871	0.194334	0.194764
9950	0.143303	0.160468	0.168786	0.173967	0.177603	0.180339	0.182498	0.184259	0.185733	0.186989	0.188078	0.189034	0.189883	0.190642	0.191328	0.191951	0.19252	0.193043	0.193526	0.193974
10000	0.140721	0.158392	0.166992	0.17236	0.176131	0.178973	0.181216	0.183047	0.184579	0.185886	0.18702	0.188015	0.188898	0.189688	0.190402	0.191051	0.191644	0.192189	0.192692	0.193158
