0	1000	2000	3000	4000	5000	6000	7000	8000	9000	10000	11000	12000	13000	14000	15000	16000	17000	18000	19000	100000
1900	3.81209e+22	7.62417e+22	1.14363e+23	1.52483e+23	1.90604e+23	2.28725e+23	2.66846e+23	3.04967e+23	3.43088e+23	3.81209e+23	4.19329e+23	4.5745e+23	4.95571e+23	5.33692e+23	5.71813e+23	6.09934e+23	6.48055e+23	6.86176e+23	7.24296e+23	3.81209e+24
1950	3.71434e+22	7.42868e+22	1.1143e+23	1.48574e+23	1.85717e+23	2.2286e+23	2.60004e+23	2.97147e+23	3.34291e+23	3.71434e+23	4.08577e+23	4.45721e+23	4.82864e+23	5.20008e+23	5.57151e+23	5.94294e+23	6.31438e+23	6.68581e+23	7.05725e+23	3.71434e+24
2000	3.62148e+22	7.24296e+22	1.08644e+23	1.44859e+23	1.81074e+23	2.17289e+23	2.53504e+23	2.89719e+23	3.25933e+23	3.62148e+23	3.98363e+23	4.34578e+23	4.70793e+23	5.07007e+23	5.43222e+23	5.79437e+23	6.15652e+23	6.51867e+23	6.88082e+23	3.62148e+24
2050	3.53315e+22	7.06631e+22	1.05995e+23	1.41326e+23	1.76658e+23	2.11989e+23	2.47321e+23	2.82652e+23	3.17984e+23	3.53315e+23	3.88647e+23	4.23978e+23	4.5931e+23	4.94641e+23	5.29973e+23	5.65304e+23	6.00636e+23	6.35968e+23	6.71299e+23	3.53315e+24
2100	3.44903e+22	6.89806e+22	1.03471e+23	1.37961e+23	1.72452e+23	2.06942e+23	2.41432e+23	2.75922e+23	3.10413e+23	3.44903e+23	3.79393e+23	4.13884e+23	4.48374e+23	4.82864e+23	5.17355e+23	5.51845e+23	5.86335e+23	6.20825e+23	6.55316e+23	3.44903e+24
2150	3.36882e+22	6.73764e+22	1.01065e+23	1.34753e+23	1.68441e+23	2.02129e+23	2.35817e+23	2.69506e+23	3.03194e+23	3.36882e+23	3.7057e+23	4.04258e+23	4.37947e+23	4.71635e+23	5.05323e+23	5.39011e+23	5.72699e+23	6.06388e+23	6.40076e+23	3.36882e+24
2200	3.29226e+22	6.58451e+22	9.87677e+22	1.3169e+23	1.64613e+23	1.97535e+23	2.30458e+23	2.6338e+23	2.96303e+23	3.29226e+23	3.62148e+23	3.95071e+23	4.27993e+23	4.60916e+23	4.93838e+23	5.26761e+23	5.59684e+23	5.92606e+23	6.25529e+23	3.29226e+24
2250	3.21909e+22	6.43819e+22	9.65728e+22	1.28764e+23	1.60955e+23	1.93146e+23	2.25337e+23	2.57528e+23	2.89719e+23	3.21909e+23	3.541e+23	3.86291e+23	4.18482e+23	4.50673e+23	4.82864e+23	5.15055e+23	5.47246e+23	5.79437e+23	6.11628e+23	3.21909e+24
2300	3.14911e+22	6.29823e+22	9.44734e+22	1.25965e+23	1.57456e+23	1.88947e+23	2.20438e+23	2.51929e+23	2.8342e+23	3.14911e+23	3.46403e+23	3.77894e+23	4.09385e+23	4.40876e+23	4.72367e+23	5.03858e+23	5.35349e+23	5.66841e+23	5.98332e+23	3.14911e+24
2350	3.08211e+22	6.16422e+22	9.24634e+22	1.23284e+23	1.54106e+23	1.84927e+23	2.15748e+23	2.46569e+23	2.7739e+23	3.08211e+23	3.39032e+23	3.69853e+23	4.00675e+23	4.31496e+23	4.62317e+23	4.93138e+23	5.23959e+23	5.5478e+23	5.85601e+23	3.08211e+24
